label,label_noisy,city,ground_elevation_m,pressure_hpa,pressure_delta_hpa,pressure_variance,altitude_change_m,pressure_relative_to_surface_hpa,mag_variance_total,magnetic_field_mean,magnetic_field_delta,gnss_accuracy_m,gps_accuracy_delta,gps_lost_ratio,time_of_day,weather_condition
street_level,False,OPO,1.0,1012.737,-0.1205,0.036769,0.317,-0.39380112948288115,0.125932,53.139,2.0014,4.57,1.72,0.01,afternoon,overcast
street_level,False,LIS,73.8,1005.256,0.0456,0.031837,0.126,0.7653133671670957,0.006942,66.1943,2.5391,28.21,9.98,0.15,evening,rain
above,False,OPO,7.5,1011.563,0.0346,0.018217,0.776,-0.7933501975977606,0.000489,51.4186,0.439,19.19,18.4,0.244,evening,clear
street_level,False,LIS,9.6,1012.107,-0.0632,0.02865,0.593,0.0007304776838736871,0.058882,45.681,-5.0777,9.39,1.36,0.02,night,rain
street_level,False,LIS,113.7,1001.252,-0.1303,0.033953,-1.778,1.4654612758534995,0.053292,33.5808,-3.8869,4.69,3.32,0.036,evening,rain
street_level,False,OPO,37.5,1008.216,0.2124,0.030271,-0.326,-0.5736257073057232,0.033931,46.1697,-0.0232,25.21,6.71,0.048,morning,clear
street_level,False,OPO,53.3,1006.275,0.1566,0.001726,-0.088,-0.6412055329886925,0.032658,36.6435,0.7438,15.58,12.05,0.091,morning,clear
underground,False,OPO,0.4,1013.271,-0.2787,0.037199,-2.635,0.06868123102094614,0.339608,95.5078,-9.964,84.54,35.0,0.977,morning,clear
underground,False,OPO,105.2,1000.775,-0.0719,0.075684,-2.266,-0.011825322812683225,0.216109,119.6313,-1.892,110.53,,0.82,afternoon,overcast
above,False,LIS,90.8,999.796,0.0707,0.042851,8.687,-2.687712902288922,0.199378,64.6255,-3.3696,11.48,3.5,0.147,night,overcast
street_level,False,LIS,25.8,1009.516,0.0608,0.025431,-2.64,-0.663151057805976,0.002527,43.8876,1.1794,9.27,2.33,0.043,afternoon,clear
street_level,False,LIS,60.8,1007.037,0.4313,0.028747,-0.739,1.0088580920892127,0.007213,51.2037,0.8186,7.53,0.95,0.01,morning,overcast
street_level,False,LIS,22.8,1009.018,-0.1345,0.035792,-0.724,-1.5177478009616152,0.092681,34.4548,1.5806,7.31,1.83,0.035,afternoon,clear
street_level,False,LIS,0.3,1015.232,-0.1466,0.007102,-0.343,2.017761133623253,0.005894,36.4457,-1.7591,5.69,1.21,0.023,afternoon,rain
street_level,False,LIS,22.0,1010.033,-0.0182,0.022264,0.449,-0.5978615236831502,0.029479,50.9639,-5.7705,8.34,1.73,0.008,night,clear
underground,False,OPO,105.7,1004.568,0.0992,0.10188,-2.613,3.84004275901043,0.234733,80.8782,-7.7247,118.0,41.08,0.864,evening,rain
street_level,False,LIS,24.1,1012.716,-0.1124,0.022006,0.791,2.334792907052474,0.047572,45.1934,0.971,11.09,2.56,0.02,evening,overcast
street_level,False,OPO,97.5,999.994,0.0557,0.017139,-0.244,-1.6998312052141955,0.091176,68.1163,0.3438,8.45,0.8,0.014,night,clear
street_level,False,OPO,32.6,1009.326,0.1554,0.028831,2.552,-0.04533090810321028,0.059831,37.052,0.6764,15.27,3.04,0.034,afternoon,rain
street_level,False,OPO,45.2,1009.733,-0.3454,0.020299,1.878,1.8568052195088285,0.005716,43.7078,1.2505,6.29,1.87,0.005,afternoon,overcast
underground,False,OPO,19.8,1011.275,0.1546,0.084203,-0.94,0.38252957599570436,0.350732,94.0589,30.0618,193.57,20.89,0.999,afternoon,rain
street_level,False,LIS,74.5,1001.022,0.0102,0.022771,1.174,-3.3859672765421465,0.036276,33.0601,-3.5608,1.04,0.88,0.017,night,overcast
street_level,False,LIS,12.2,1011.636,-0.1626,0.022987,1.628,-0.1607314187033353,0.019595,41.735,-6.3458,7.86,2.97,0.028,morning,overcast
street_level,False,LIS,115.3,997.468,-0.1031,0.029363,-1.841,-2.130361322344811,0.052513,,-4.5104,12.58,10.05,0.011,night,clear
street_level,False,OPO,137.9,995.13,0.233,0.037031,-1.417,-1.8141358015685682,0.011806,49.5565,-2.6464,5.96,2.55,0.0,evening,overcast
street_level,False,LIS,4.6,1011.089,-0.0162,0.042292,0.155,-1.6128012906771119,0.016151,48.8922,2.9407,24.26,10.77,0.061,afternoon,overcast
street_level,False,OPO,12.3,1016.712,0.0681,0.031347,-0.233,4.927172002234215,0.05846,44.3213,2.8827,5.1,1.44,0.007,morning,overcast
street_level,False,OPO,4.9,1015.228,0.1657,0.001028,-0.277,2.561940495097815,0.00877,30.9877,1.0947,8.12,7.57,0.064,afternoon,overcast
street_level,False,LIS,23.6,1010.447,0.0619,0.008439,-0.837,0.00635697030133997,0.001399,52.4507,2.7272,10.16,3.36,0.026,afternoon,overcast
underground,False,LIS,102.3,1002.904,-0.1273,0.160326,-8.837,1.7756715072019915,0.353117,99.2978,1.9351,121.1,73.54,0.843,afternoon,overcast
above,False,LIS,90.6,1002.353,0.1364,0.080781,1.817,-0.15430103186361066,0.071563,60.4351,-7.9641,24.68,7.94,0.273,evening,overcast
street_level,False,LIS,52.9,1008.097,-0.2349,0.03472,1.327,1.1334090600440732,0.050677,36.5578,-2.7807,1.33,4.03,0.02,night,clear
underground,True,LIS,6.5,1010.086,0.0967,0.057366,11.582,-2.38945795088091,0.044163,64.7949,-10.8319,26.79,9.65,0.326,afternoon,overcast
underground,False,LIS,47.7,1005.33,0.1331,0.10508,-0.436,-2.2498041945432306,0.016404,89.7122,5.9333,195.47,9.35,0.954,morning,clear
street_level,False,LIS,21.7,1008.845,-0.0391,0.027922,-0.543,-1.8215314776734886,0.059925,60.0856,-1.8327,21.47,12.62,0.125,evening,overcast
underground,False,LIS,97.6,1003.443,0.0798,0.061626,-3.637,1.7609533587728947,0.671203,94.6719,11.4265,115.3,29.27,0.9,afternoon,rain
street_level,False,LIS,111.0,999.358,0.2051,0.017388,0.2,-0.7461684220224925,0.01028,32.187,1.9428,15.26,12.41,0.038,night,clear
underground,False,LIS,10.1,1013.747,-0.1543,0.088546,-5.342,1.700264389582344,0.64409,80.3529,0.2939,149.57,31.52,0.814,afternoon,clear
street_level,False,OPO,6.0,1013.761,-0.0016,0.017426,1.282,1.2259829175177401,0.05597,41.4598,-0.4167,5.12,1.83,0.015,afternoon,overcast
street_level,False,LIS,36.8,1009.2,0.057,0.022082,-0.428,0.3272940790859593,0.024917,35.8459,-6.2002,9.75,2.93,0.0,morning,rain
underground,False,LIS,7.1,1013.034,-0.1125,0.025605,-2.708,0.6300083826035916,0.605424,128.194,-22.6532,108.12,53.88,0.897,evening,clear
above,False,OPO,6.2,1011.769,0.1472,0.066546,0.505,-0.7421930094235449,0.251461,44.6601,-2.5191,20.12,27.63,0.591,morning,clear
underground,False,OPO,119.0,1001.379,0.1415,0.024602,-2.745,2.2156632756551744,0.470017,,20.8926,174.14,54.09,0.974,evening,overcast
street_level,False,LIS,46.3,1008.182,0.1035,0.014637,-2.052,0.4362278171892058,0.053198,56.8406,0.8503,8.29,2.33,0.0,afternoon,clear
above,False,LIS,17.8,1008.957,0.0244,0.019676,6.024,-2.1733554612461603,0.015276,55.9066,6.7244,,14.42,0.195,evening,clear
street_level,False,LIS,73.8,1002.97,0.143,0.027934,-1.038,-1.5206866328328488,0.007526,43.403,2.2923,15.29,3.09,0.023,morning,clear
underground,False,LIS,6.5,1016.122,-0.1407,0.06539,-3.207,3.6465420491190343,0.909181,176.9863,-4.1061,106.73,25.07,0.889,night,overcast
above,False,OPO,82.8,1000.721,-0.2313,0.040488,2.387,-2.706671130976588,0.153694,43.4701,-4.0071,10.45,,0.166,evening,clear
underground,False,LIS,15.5,1012.705,-0.1882,0.12077,-4.532,1.3010075404106374,0.305396,72.777,8.0153,96.95,28.83,0.937,afternoon,clear
street_level,False,OPO,116.7,999.786,-0.1098,0.030839,1.901,0.35226484993370377,0.033997,30.4426,2.3223,9.42,3.61,0.019,morning,clear
above,False,OPO,16.1,1009.324,-0.106,0.026562,3.234,-2.0086017562938423,0.13456,52.1535,2.0382,8.53,0.68,0.345,afternoon,overcast
street_level,False,LIS,44.6,1006.994,0.0534,0.012576,-0.305,-0.9533414935066276,0.016862,45.8515,-6.8565,5.05,0.19,0.008,morning,overcast
street_level,False,LIS,109.9,999.858,-0.3722,0.007404,-0.244,-0.37560204228361727,0.043488,41.9637,2.8624,8.82,2.63,0.007,evening,rain
street_level,False,OPO,20.5,1011.516,-0.1462,0.019596,0.323,0.7067761163025352,0.08397,33.7057,1.4472,11.93,1.74,0.031,afternoon,clear
street_level,False,LIS,62.8,1003.711,-0.0141,0.047141,-0.034,-2.0804572502783003,0.049608,47.7008,2.7546,6.11,0.2,0.001,night,clear
street_level,False,OPO,2.8,1013.711,-0.0566,0.03907,-0.144,0.794721501676122,0.03692,37.4177,-1.08,7.2,0.58,0.0,night,clear
street_level,False,OPO,136.1,996.547,0.2006,0.035687,-0.045,-0.6082757384718889,0.0331,31.968,-4.2044,9.86,14.4,0.087,morning,clear
street_level,False,OPO,7.9,1011.335,0.0343,0.013288,-1.42,-0.9737110196954291,0.010992,48.2134,-3.9704,20.7,10.09,0.046,afternoon,rain
above,False,LIS,20.6,1011.797,0.0638,0.034934,1.719,0.9996679195728575,0.188342,40.6966,1.5483,30.92,20.09,0.368,morning,clear
underground,False,LIS,19.2,1011.933,-0.116,0.034923,-2.798,0.9691699418907547,0.620758,117.2032,15.7375,144.68,68.51,0.832,night,clear
street_level,False,OPO,23.7,1009.419,-0.1599,0.032257,0.018,-1.009755562648138,0.016779,31.4856,-2.0236,7.83,4.03,0.006,afternoon,clear
above,False,LIS,21.3,1007.967,-0.1136,0.073176,3.544,-2.74709337472018,0.060158,,-2.9352,19.37,4.91,0.341,afternoon,clear
underground,True,LIS,93.5,999.787,0.1195,0.019525,4.212,-2.3783274691422776,0.098482,41.0554,-1.0015,20.88,3.99,0.215,night,overcast
street_level,False,OPO,39.7,1006.64,-0.0868,0.036643,-1.137,-1.8885610022477977,0.054477,43.5351,1.7655,3.73,1.98,0.023,morning,rain
street_level,False,LIS,12.4,1012.693,0.0195,0.037988,-1.276,0.920075283132519,0.041102,,-0.317,6.87,1.63,0.002,evening,clear
street_level,False,LIS,54.5,1006.382,-0.1571,0.031047,-1.809,-0.3920626907620317,0.056969,32.5513,-0.1426,8.52,2.23,0.017,night,overcast
street_level,False,LIS,0.8,1012.531,0.1217,0.049346,0.839,-0.6236397817277748,0.06478,40.8314,4.579,10.62,5.4,0.06,afternoon,overcast
above,True,LIS,25.8,1013.537,-0.1205,0.032735,-1.666,3.357848942194096,0.483337,70.53,-2.0801,126.45,10.56,0.881,morning,overcast
above,False,LIS,62.3,1006.479,0.1995,0.006865,0.772,0.6283768061963428,0.187919,53.6839,-9.6686,10.83,3.92,0.281,evening,clear
street_level,False,OPO,3.1,1012.433,-0.1932,0.009923,0.748,-0.44752914289858836,0.02565,45.7693,1.8957,22.45,11.06,0.003,morning,rain
above,False,OPO,45.3,,-0.2163,0.018539,2.939,,0.24222,64.3081,-1.0655,41.58,8.88,0.53,afternoon,rain
street_level,False,OPO,29.5,1010.749,0.0592,0.025975,2.392,1.0094782934421573,0.01737,52.7775,1.6212,5.34,-0.29,0.014,afternoon,clear
street_level,False,LIS,26.1,1009.449,0.0685,0.023631,-1.001,-0.6944983051738518,0.065177,42.0606,-2.836,7.11,4.48,0.017,night,clear
above,False,OPO,59.3,1006.88,0.119,0.010374,0.893,0.6743080483859103,0.065657,59.8831,0.0689,53.5,9.48,0.309,evening,clear
underground,False,OPO,141.3,997.356,0.2433,0.058022,-1.997,0.8105621078542526,0.201695,67.3849,-2.06,180.01,67.64,0.869,night,rain
street_level,False,LIS,114.5,999.022,-0.2506,0.025452,0.863,-0.6704455955419917,0.040687,51.038,2.7452,6.12,2.27,0.02,evening,clear
underground,False,OPO,153.1,996.501,-0.0911,0.0846,-2.744,1.3380418313294058,0.358995,78.7882,-5.8763,154.1,66.19,0.983,evening,overcast
street_level,False,OPO,143.9,997.771,0.0922,0.03335,-2.681,1.5303411555670436,0.05882,35.0709,-4.1884,8.17,2.05,0.009,afternoon,clear
street_level,False,LIS,49.8,1007.127,0.4097,0.007735,-2.181,-0.203903461334221,0.038007,50.1916,3.6606,18.15,12.47,0.074,afternoon,clear
street_level,False,LIS,11.9,1013.899,0.4961,0.004424,-1.549,2.066557478230834,0.040008,32.3687,-1.3694,6.24,1.4,0.035,afternoon,clear
street_level,False,LIS,18.5,1009.286,-0.0447,0.011456,3.162,-1.7610893312134976,0.023117,44.4586,-2.1569,19.01,13.18,0.069,evening,clear
street_level,False,LIS,99.7,1001.212,0.1341,0.016505,-1.142,-0.22260282108152296,0.047045,47.0166,-4.063,27.01,14.45,0.125,evening,rain
street_level,False,OPO,68.4,1005.271,-0.005,0.016179,0.421,0.14196359425989158,0.05034,45.5284,4.9878,9.68,3.05,0.022,evening,clear
underground,False,OPO,10.9,1014.567,-0.1124,0.072394,-6.291,2.6155113647706685,0.752205,144.7582,4.3255,21.74,4.42,0.998,evening,overcast
street_level,False,OPO,22.0,1011.934,0.1313,0.008697,-2.172,1.3031384763168035,0.03124,33.2067,-0.9553,6.27,9.38,0.007,morning,overcast
above,False,LIS,10.1,1009.041,0.1054,0.040274,11.991,-3.0057356104175597,0.172077,41.3374,3.6572,42.57,20.45,0.357,night,clear
above,False,LIS,15.3,1010.514,0.0963,0.071823,1.922,-0.9137904805641028,0.147214,48.4578,-6.959,11.18,7.17,0.137,afternoon,rain
above,False,LIS,21.4,1010.083,0.2144,0.043596,1.546,-0.6192026906257979,0.176433,53.4635,-3.3818,6.53,11.05,0.182,night,rain
street_level,False,LIS,1.4,1012.377,-0.08,0.020252,-2.324,-0.7061255076883981,0.006519,74.986,-3.2985,6.74,4.18,0.014,morning,overcast
street_level,False,OPO,27.4,1008.595,0.1428,0.004526,0.388,-1.394017583671598,0.007161,45.0875,1.5232,22.68,8.77,0.049,evening,clear
street_level,False,OPO,3.3,1012.327,,0.008872,-0.225,-0.5296969402400009,0.005213,49.09,-2.6988,5.41,3.3,0.0,night,clear
street_level,False,OPO,0.9,1013.986,0.1001,0.00427,1.102,0.843279614508333,0.064105,42.272,2.2258,1.43,1.46,0.042,evening,clear
underground,False,OPO,51.9,1009.424,0.1544,0.072056,-2.723,2.3419357863482446,0.91971,113.6751,4.2271,103.28,64.72,0.802,morning,overcast
street_level,False,OPO,20.4,1011.182,-0.2132,0.032995,-1.216,0.36088417312794263,0.029549,53.1938,-3.4475,3.29,1.13,0.027,afternoon,rain
above,False,OPO,38.1,1008.579,0.1658,0.049789,0.735,-0.1394195410324528,0.106038,68.4549,8.9355,49.05,22.2,0.472,evening,clear
street_level,False,LIS,16.6,1012.373,-0.018,0.032287,-0.803,1.0998866470746407,0.027684,84.2419,-1.8138,8.15,5.41,0.121,morning,clear
street_level,False,LIS,75.9,1003.566,0.1469,0.011245,0.291,-0.6765489991050799,0.053209,43.8177,-7.1284,8.28,2.62,0.018,night,clear
street_level,False,LIS,112.9,998.422,-0.0695,0.038122,-2.471,-1.4586407089914246,0.013699,34.6926,-1.1028,5.37,1.48,0.013,afternoon,overcast
street_level,False,LIS,16.2,1009.594,0.2431,0.007566,0.616,-1.726703795672961,0.045888,39.6789,1.0388,14.2,3.34,0.038,evening,clear
street_level,False,OPO,19.0,1010.117,0.0422,0.000931,-1.624,-0.8706177221997677,0.028393,61.5157,-1.1349,16.82,12.75,0.13,afternoon,rain
street_level,False,LIS,42.3,1008.029,-0.1735,0.021501,0.302,-0.19111708918001113,0.037065,44.8276,1.3434,19.48,12.62,0.141,morning,overcast
underground,False,LIS,50.1,1007.361,0.2398,0.06641,-0.419,0.0656487666861949,0.866084,110.9336,0.5129,65.83,50.81,0.896,morning,rain
street_level,False,LIS,49.9,1006.589,0.0825,0.019782,-1.195,-0.7300525792397821,0.000293,46.13,-0.9028,6.3,2.27,0.019,night,rain
above,False,LIS,21.0,1009.859,0.219,0.03573,3.955,-0.8907662663571045,0.09548,45.7675,-8.3515,19.63,7.31,0.29,night,clear
street_level,False,OPO,159.4,994.769,0.1958,0.026583,-0.073,0.34335992516037095,0.016172,43.2427,6.4871,16.29,10.33,0.122,night,rain
above,False,OPO,9.9,1009.465,0.203,0.080906,9.593,-2.605548754938468,0.093979,69.0043,3.7361,52.12,22.14,0.539,evening,overcast
street_level,False,OPO,32.7,1010.513,0.253,0.009909,-1.018,1.153543978878588,0.000356,36.5273,0.7387,6.87,0.83,0.014,night,clear
underground,False,LIS,2.7,1013.061,0.2263,0.098763,-9.712,0.13280476947784337,0.309004,115.4934,-5.8656,53.84,58.84,0.903,afternoon,rain
underground,False,LIS,24.8,,-0.1715,0.12016,-3.203,,0.415956,106.6614,-2.6925,86.86,44.05,0.857,night,overcast
underground,False,LIS,56.6,1008.557,-0.2088,0.096497,-4.289,2.0316390014876333,0.506516,119.2048,-6.4812,32.87,62.6,0.83,night,clear
underground,False,OPO,30.5,1011.685,0.1193,0.09156,-6.212,2.064264190806057,0.281502,88.0958,-9.9952,42.16,79.98,0.896,morning,clear
street_level,False,LIS,4.6,1011.781,-0.0754,0.01969,0.301,-0.9208012906772183,0.010511,65.7594,-2.7674,21.2,9.71,0.155,evening,clear
above,False,OPO,75.6,1004.738,0.0811,0.054078,8.424,0.46000652073723813,0.169274,64.5677,2.4091,20.52,10.39,0.232,evening,clear
underground,False,OPO,37.1,1009.044,-0.0357,0.136967,-5.333,0.20690072270338078,0.126866,73.2407,12.9314,168.89,52.74,0.911,evening,overcast
street_level,False,LIS,47.0,1005.619,-0.0597,0.042852,1.314,-2.0437847716889337,0.05218,47.941,-1.0147,6.65,1.84,0.018,afternoon,overcast
street_level,False,OPO,36.6,1008.787,-0.3569,0.028576,-1.027,-0.10944438150477254,0.006661,51.3061,1.0916,12.21,7.27,0.0,afternoon,clear
street_level,False,OPO,112.2,999.546,-0.0597,0.00694,-3.387,-0.4169872112710209,0.008079,31.8437,4.6326,8.0,2.53,0.02,morning,rain
street_level,False,OPO,50.8,1007.575,0.0974,0.031671,3.014,0.36259908584543155,0.003167,55.4626,-0.3503,22.87,14.79,0.128,evening,overcast
street_level,False,OPO,18.0,1009.757,-0.4013,0.040341,2.832,-1.3495644386601953,0.014894,39.7551,3.7681,9.39,8.87,0.094,night,clear
street_level,False,OPO,68.0,1006.314,-0.0025,0.014454,0.167,1.137662291348306,0.064059,33.7375,-0.4251,21.44,8.82,0.096,evening,clear
street_level,False,LIS,18.8,1010.516,0.0939,0.033062,-0.882,-0.49540594600648546,0.005668,53.6255,-7.2408,8.69,5.48,0.07,evening,clear
above,False,LIS,9.6,1011.452,0.0976,0.031108,9.908,-0.654269522316099,0.136581,35.5581,2.2654,15.9,17.59,0.136,afternoon,clear
underground,False,OPO,90.4,1003.538,-0.1267,0.068052,-3.541,1.0071102835405554,0.637566,125.3228,-13.1797,147.47,63.21,0.906,afternoon,overcast
above,False,OPO,143.0,994.871,0.0975,0.041273,2.021,-1.475148734147524,0.066163,49.8436,4.2235,9.17,1.16,0.28,evening,clear
street_level,False,OPO,48.0,1006.18,0.0443,0.041592,2.045,-1.3642431819462217,0.027905,,3.3061,6.59,3.71,0.031,afternoon,clear
street_level,False,LIS,75.9,1004.291,-0.2021,0.028533,0.116,0.04845100089494281,0.040884,40.8211,-1.6084,6.03,2.63,0.02,evening,clear
underground,False,OPO,136.3,998.694,0.1684,0.050418,-3.118,1.5621864625771877,0.273124,97.2323,-1.6544,184.57,74.79,0.956,evening,clear
above,False,LIS,28.9,1006.771,0.0699,0.015208,7.676,-3.039799953175134,0.025124,49.7562,3.1591,16.3,20.11,0.477,afternoon,clear
street_level,False,LIS,23.4,1008.689,-0.2129,0.006469,-1.622,-1.7754183833611705,0.100545,55.2075,0.9242,8.9,4.55,0.118,afternoon,clear
street_level,False,OPO,16.4,1011.741,-0.0671,0.029108,-0.696,0.44409170564460965,0.069088,47.0863,3.4866,5.71,1.96,0.0,afternoon,clear
street_level,False,OPO,83.0,1003.638,-0.0255,0.019458,-3.054,0.23393865411026127,0.011834,36.1519,0.262,11.07,0.31,0.033,afternoon,rain
underground,False,OPO,7.7,1011.843,-0.1402,0.089364,-1.095,-0.48953032841620825,0.389619,117.3671,-11.8327,136.26,46.02,0.928,evening,clear
street_level,False,OPO,1.1,1013.608,-0.125,0.015346,-0.708,0.4891179863002435,0.045121,47.5842,-2.0297,6.18,0.97,0.037,morning,clear
underground,False,OPO,11.8,1013.149,-0.2535,0.08464,-2.763,1.3046534971191477,0.068569,116.0306,-14.3444,98.34,1.77,0.935,evening,clear
street_level,False,LIS,11.8,1011.158,0.0443,0.039733,-0.222,-0.6863465028808378,0.014086,73.3123,-4.0908,7.6,1.93,0.012,morning,clear
above,False,LIS,66.8,1003.42,0.1587,0.064165,10.407,-1.8982549737818317,0.198639,51.783,-5.9888,19.97,24.54,0.348,afternoon,rain
street_level,False,LIS,94.5,1002.107,-0.0284,0.004713,0.173,0.0595673989611214,0.06449,30.0563,4.6924,10.73,13.48,0.09,evening,clear
underground,False,OPO,21.6,1011.961,-0.0378,0.065606,-3.883,1.2825782578959206,0.890369,159.4209,-27.9446,72.85,64.84,0.907,evening,overcast
underground,False,OPO,1.5,1016.503,-0.2791,0.025073,-8.116,3.4317930472083162,0.520402,100.2388,4.0454,179.63,56.58,0.903,morning,overcast
underground,False,LIS,6.4,1011.844,-0.1613,0.005828,-2.081,-0.6433694969244925,0.512108,79.2305,21.7867,57.96,58.53,0.929,evening,rain
above,False,LIS,86.1,1003.724,0.2033,0.030497,4.131,0.6858192941934931,0.111411,42.9013,-1.6902,2.31,5.25,0.1,evening,clear
above,False,LIS,57.2,1005.754,0.2563,0.026066,3.241,-0.7003146570482386,0.261349,58.5965,-6.9779,35.56,23.39,0.327,night,clear
underground,False,LIS,13.9,1012.104,0.2112,0.106187,-1.766,0.5096076929947913,0.383862,98.2925,1.5158,65.41,,0.801,evening,rain
underground,False,OPO,12.7,1011.814,-0.1972,0.075801,-4.163,0.07678428560689099,0.385276,91.1547,-2.4452,122.21,29.05,0.933,night,clear
street_level,False,LIS,27.5,1010.231,-0.0817,0.007993,-2.008,0.2538645701694122,0.070153,47.8905,-0.7896,6.19,3.13,0.018,evening,rain
street_level,False,OPO,17.8,1011.149,0.1256,0.007632,-0.998,0.018644538753846973,0.019743,61.853,-4.1743,6.26,1.23,0.026,morning,clear
street_level,False,OPO,98.7,1002.252,-0.0784,0.033381,1.916,0.6995744126772934,0.067542,65.3547,-5.0053,3.38,1.67,0.0,evening,clear
underground,False,OPO,35.5,1008.219,-0.1206,0.054049,-1.035,-0.8080158993407167,0.305496,105.1829,2.5491,148.76,3.34,0.803,night,clear
street_level,False,LIS,6.0,1011.961,0.0177,0.018303,-1.282,-0.5740170824822144,0.010738,45.8548,-1.7213,22.22,13.97,0.039,afternoon,clear
above,False,OPO,5.9,1015.161,-0.2239,0.053414,1.63,2.61407067077414,0.135158,38.3869,-9.0548,11.36,11.38,0.271,afternoon,clear
street_level,False,OPO,82.4,1004.347,-0.0149,0.025122,2.798,0.8721076322437966,0.033648,50.5852,-7.216,2.2,3.25,0.014,evening,clear
underground,False,OPO,161.3,995.41,-0.1284,0.062522,-1.853,1.2066184619445721,0.309651,63.3242,-10.0415,140.61,,0.895,evening,rain
above,False,OPO,32.1,1004.526,0.1829,0.040436,7.007,-4.9047074386259055,0.089629,63.7909,-5.4536,10.49,17.1,0.19,morning,clear
underground,False,OPO,32.4,1012.507,-0.2066,0.073621,-2.642,3.111918898815361,1.137807,170.1014,10.1059,180.05,72.16,0.829,night,rain
above,True,LIS,4.0,1012.157,-0.2312,0.03176,-0.877,-0.6162886467628823,0.059365,55.1115,-2.547,6.58,2.23,0.025,afternoon,clear
street_level,False,LIS,89.1,1002.647,-0.1139,0.039368,-0.427,-0.03722969588034175,0.005128,30.546,-1.0473,14.39,14.75,0.082,morning,clear
underground,False,OPO,30.9,1009.529,-0.2058,0.011243,-2.543,-0.04422536305742142,0.199305,67.164,-2.3147,46.36,17.58,0.936,afternoon,rain
