label,city,latitude,longitude,gnss_accuracy_mean,gnss_accuracy_delta,gnss_lost_ratio,pressure_hpa,pressure_delta,pressure_variance,altitude_delta,magnetic_field_mean,magnetic_field_delta,magnetic_variance,window_duration_s
underground,Arouca,40.9301,-8.24537,42.66248,0.0,0.24396,1002.71228,-0.75476,0.12086,-3.89957,38.09579,-10.2437,69.89332,160.52382
street_level,Porto,41.15576,-8.59747,7.41459,5.51553,0.0,996.67397,0.08442,0.00147,1.31667,66.72783,-4.84551,0.66362,48.34463
underground,Espinho,41.01164,-8.644,43.31018,0.0,0.03656,1004.89804,-0.59182,0.2042,-3.88928,31.04872,28.62356,192.80746,88.36427
street_level,Espinho,41.00475,-8.6363,7.89867,7.73339,0.0,1003.21077,0.58893,0.0,2.76379,44.7763,2.37809,32.28962,70.42501
underground,Vila nova de Gaia,41.11851,-8.60774,49.90511,0.0,0.24171,1002.70563,-0.56465,0.16033,-5.07449,33.76666,-6.41634,373.58222,78.94585
underground,Matosinhos,41.17173,-8.67813,40.42586,0.0,0.03736,1003.31024,-0.46535,0.25223,-4.75881,28.22959,55.50248,229.34019,148.61096
underground,Arouca,40.92899,-8.24783,43.91707,25.50764,0.20564,1002.23622,-0.46743,0.10443,-4.37669,36.46412,-15.83822,111.82294,121.88878
street_level,Maia,41.202,-8.55774,4.64573,4.58775,0.03416,1000.34934,-0.24965,0.00227,2.1937,55.77031,1.37898,0.0,3.0
underground,Matosinhos,41.17606,-8.68851,54.65387,0.0,0.17956,1002.94717,-0.61633,0.2711,-4.02154,29.54457,-17.47971,295.73778,156.67849
street_level,Vila nova de Gaia,41.12039,-8.61371,2.00283,0.0,0.00315,1000.44568,-0.42042,0.00041,1.72784,64.77791,-1.36195,7.36759,29.45153
above,Arouca,40.93034,-8.24567,64.60818,91.88613,0.0,1006.13315,0.9499,0.10864,4.64764,52.50238,8.70882,295.30577,110.45931
underground,Porto,41.16071,-8.58287,28.00543,84.58673,0.33407,1001.49506,-0.62547,0.14123,-4.91927,33.73392,8.64153,109.92133,156.27542
street_level,Matosinhos,41.16756,-8.68818,15.98597,0.0,0.01555,999.70443,-0.11098,0.0,-0.97975,15.67973,4.61973,0.0,3.0
underground,Matosinhos,41.17485,-8.68959,30.27805,61.59208,0.0,1004.18591,-0.47858,0.00178,-3.42022,40.07756,-49.90908,345.33734,88.11005
street_level,Matosinhos,41.17359,-8.68854,3.77027,0.0,0.02734,996.11362,0.22302,0.0,-1.86102,35.65285,3.67881,14.75607,3.0
street_level,Arouca,40.9292,-8.2467,12.72352,0.0,0.00859,1004.97131,-0.06577,0.0,-1.76136,32.9077,-1.50751,7.11361,26.85595
street_level,Arouca,40.9318,-8.24719,12.79985,0.0,0.0,1003.66219,-0.14603,0.0,-2.17608,19.26045,5.78161,0.0,6.84081
underground,Maia,41.20232,-8.55863,25.47772,129.30436,0.07629,1002.95099,-0.47293,0.23567,-5.49959,20.95234,2.1644,107.00017,84.62665
underground,Arouca,40.92938,-8.24633,27.76603,21.0261,0.0,1005.70582,-0.38116,0.07954,-3.54884,45.03577,1.42607,239.61644,14.73882
underground,Vila nova de Gaia,41.12793,-8.60825,38.59232,90.00886,0.39997,1002.7665,-0.68129,0.13935,-4.89876,31.07691,4.12191,112.43132,3.0
underground,Matosinhos,41.17711,-8.68522,32.85521,49.27156,0.50959,1006.08835,-0.46698,0.18773,-5.41796,23.42117,12.80864,77.60246,82.98468
street_level,Matosinhos,41.17477,-8.68895,9.20909,0.0,0.0,996.06989,0.32269,0.00096,0.90569,52.16261,-2.11594,28.15996,3.0
street_level,Maia,41.20231,-8.55963,2.55306,10.54513,0.01062,992.58096,-0.36191,0.00708,-2.01027,47.50968,5.91093,36.05713,8.34618
street_level,Porto,41.14319,-8.61117,8.38869,0.0,0.00157,1013.66816,-0.22458,0.00769,-0.72202,63.40334,-2.20817,7.75853,6.92106
underground,Vila nova de Gaia,41.13187,-8.61237,36.90783,18.57817,0.36408,1004.25461,-0.55517,0.12915,-4.19476,24.85547,41.7073,71.63353,82.99739
street_level,Maia,41.20203,-8.55846,8.81106,5.2991,0.02587,993.4131,0.15105,0.0,6.36295,68.63238,5.10233,13.4751,13.70705
street_level,Oeiras,38.71241,-9.23397,15.7768,10.00293,0.0,1004.64456,-0.25542,0.0,-2.68651,44.35759,-3.58616,0.0,3.0
street_level,Arouca,40.92958,-8.24736,9.91656,0.0,0.0,1002.63577,-0.34133,0.0122,0.3545,17.88245,8.88038,0.0,42.83734
street_level,Maia,41.20215,-8.55861,10.896,0.0,0.0,998.35992,-0.25403,0.0,0.0364,40.32704,6.95277,0.0,28.11986
street_level,Vila nova de Gaia,41.12543,-8.61147,12.91206,7.08069,0.01727,1007.59272,0.05582,0.0,-2.73524,59.2991,-4.30644,6.74004,3.0
street_level,Matosinhos,41.1757,-8.68881,13.1225,4.55884,0.02924,1002.39902,-0.30778,0.01797,-1.12309,23.67324,4.42671,19.0778,44.87385
above,Oeiras,38.69763,-9.22931,51.45307,91.72675,0.03674,1003.64296,1.84479,0.1881,9.80499,43.49469,-7.21328,7.52866,3.0
underground,Arouca,40.92916,-8.24673,28.97777,82.92047,0.26972,1005.07412,-0.71642,0.13583,-6.65832,18.70149,-31.03647,145.38731,108.35921
underground,Espinho,41.0114,-8.63873,42.88382,83.81204,0.40253,1003.76887,-0.66744,0.08082,-4.94369,19.1728,0.77747,16.84896,83.78861
street_level,Arouca,40.92994,-8.24743,13.21513,0.0,0.0,1011.4894,-0.21768,0.01934,-2.06091,42.34021,0.51878,9.34435,3.0
street_level,Maia,41.20234,-8.55861,9.2748,2.6971,0.0,998.93754,-0.23304,0.01358,-0.29844,33.70961,8.18486,10.52179,3.0
street_level,Maia,41.20225,-8.55937,10.5101,15.01403,0.0,1000.73076,0.71131,0.02426,5.42316,40.66847,0.08189,0.0,77.00869
street_level,Maia,41.20268,-8.55935,13.00416,6.83432,0.0,1004.61707,0.0746,0.0,1.575,27.16889,-2.00546,43.22983,3.0
street_level,Porto,41.15424,-8.61005,9.29811,4.19941,0.01729,992.81844,-0.02687,0.0,-2.06074,34.28988,13.30022,0.0,3.0
street_level,Maia,41.20242,-8.55937,9.12094,9.78177,0.01388,1003.25506,-0.16854,0.0,-0.60955,53.34253,-3.18132,21.25262,25.14042
street_level,Arouca,40.93205,-8.24357,6.33304,0.0,0.01577,1006.26078,0.12327,0.01221,0.9075,48.92089,-4.37554,4.38907,25.34703
above,Vila nova de Gaia,41.13772,-8.6127,63.02343,88.10516,0.01413,1007.18981,1.11983,0.10293,6.15196,49.01159,1.35455,255.36178,82.26611
above,Porto,41.15552,-8.62988,59.83688,92.32515,0.00235,1007.05367,1.23053,0.03358,0.74332,35.49071,20.72686,258.35314,67.23192
underground,Maia,41.20215,-8.55859,47.42814,4.94528,0.35391,1004.94886,-0.65586,0.12579,-4.43447,29.74208,40.1983,18.19898,170.19919
underground,Espinho,41.01156,-8.63857,32.13739,14.4278,0.04687,1006.07772,-0.35982,0.0,-3.00487,32.304,-43.52864,223.83271,3.0
underground,Vila nova de Gaia,41.13274,-8.61287,41.12837,26.09615,0.35541,1005.93214,-0.57611,0.20171,-6.11059,40.73264,-19.04455,92.48441,130.43128
street_level,Maia,41.2024,-8.55762,14.7705,6.30549,0.00242,998.49016,-0.48011,0.01284,1.76816,16.54081,1.7689,23.64527,3.0
underground,Arouca,40.93153,-8.2446,32.53644,71.42785,0.21344,1003.42441,-0.81108,0.21353,-5.0382,24.41139,24.87358,106.48299,147.60632
above,Matosinhos,41.17515,-8.68096,61.42509,82.77152,0.01923,1005.61247,0.98361,0.06524,11.79797,46.02546,4.98788,258.7398,83.192
street_level,Vila nova de Gaia,41.12976,-8.60865,8.77566,3.41648,0.0,1002.75593,-0.35311,0.01648,2.48299,24.5022,5.33395,15.97388,3.0
street_level,Maia,41.20238,-8.55758,14.84955,4.32873,0.0,1008.3011,-0.19179,0.01172,-1.70057,52.16963,-3.61544,2.13414,22.299
underground,Vila nova de Gaia,41.11391,-8.61306,35.29318,43.80981,0.40327,1003.59468,-0.64776,0.23409,-4.79251,29.91725,27.78147,152.54201,125.61081
street_level,Porto,41.16415,-8.61402,10.00502,8.90277,0.0,1000.9933,0.79857,0.01728,7.71827,20.2005,1.72178,17.84055,24.18995
street_level,Arouca,40.93008,-8.24541,12.38326,1.76944,0.0,1005.0693,0.03058,0.03449,-2.10847,10.16445,-6.81895,0.0,3.0
street_level,Porto,41.16221,-8.66772,11.07746,0.0,0.00437,998.90832,0.32594,0.01792,-2.17044,56.45882,-1.84422,0.0,19.07644
underground,Matosinhos,41.17439,-8.68468,22.8784,46.59551,0.31117,1006.0187,-0.40732,0.15071,-3.15677,27.05278,-55.3985,259.60916,3.0
street_level,Maia,41.20403,-8.5586,7.17826,0.0,0.0,996.33689,0.42577,0.0,-4.79027,43.10614,2.73586,0.0,3.0
above,Vila nova de Gaia,41.1378,-8.6131,39.8535,76.12576,0.01695,1003.07124,1.42364,0.29593,8.26125,21.58947,-22.06569,90.44372,68.3831
above,Porto,41.15074,-8.58239,68.02064,93.54367,0.0,1004.99471,0.35913,0.16806,4.36661,39.76143,12.79992,339.92977,68.95928
underground,Vila nova de Gaia,41.12885,-8.60972,26.67807,65.96052,0.37793,1004.12076,-0.62271,0.2173,-5.87052,26.8763,20.24281,2.28035,38.53279
above,Espinho,41.0107,-8.64272,50.82237,69.36633,0.0,1002.24346,1.04304,0.22917,7.29976,32.28801,12.35472,69.49255,3.0
underground,Espinho,41.00545,-8.644,32.26505,44.82026,0.0,1006.32866,-0.42165,0.0036,-2.83029,36.19133,-85.05054,553.39446,3.0
underground,Arouca,40.93163,-8.24384,64.05529,43.75279,0.10118,1003.77527,-0.53433,0.18871,-5.30666,22.64418,-20.97542,65.58141,179.94924
street_level,Arouca,40.92974,-8.24732,5.63274,3.93555,0.0524,997.09119,0.74889,0.0063,-1.74465,46.81576,7.12916,8.28245,3.0
underground,Arouca,40.93079,-8.2462,50.21547,28.81832,0.01825,1005.27626,-0.49432,0.07801,-4.79732,40.86226,-0.58855,239.51616,171.69852
street_level,Oeiras,38.70041,-9.22792,16.51149,0.0,0.0,998.8713,-0.33638,0.0,-1.99974,40.00618,-8.53632,0.0,3.0
street_level,Arouca,40.9305,-8.24358,7.05099,0.0,0.00961,999.44255,-0.10304,0.0,-0.10245,68.25454,1.3353,0.0,24.43549
above,Porto,41.17379,-8.60574,65.40816,84.92581,0.02085,1005.40439,0.54219,0.00543,5.41201,51.2185,11.7401,377.00458,84.23843
street_level,Oeiras,38.6871,-9.31434,10.76788,0.0,0.00709,1004.45056,0.06297,0.0,0.48421,32.40723,1.64972,7.22207,33.17585
underground,Oeiras,38.68666,-9.31756,53.66995,0.0,0.2176,1003.95645,-0.48024,0.2485,-4.0833,29.54695,61.68346,274.97482,106.21038
street_level,Vila nova de Gaia,41.12858,-8.61132,15.7319,2.76267,0.0102,999.29319,-0.18274,0.0,-3.90212,22.45966,5.00491,33.87115,6.96078
street_level,Oeiras,38.70128,-9.30475,11.16524,0.0,0.00206,997.20331,-0.2733,0.0,-1.2349,40.83891,-3.93591,18.00812,22.15435
street_level,Matosinhos,41.17512,-8.68895,7.40886,0.45544,0.0,997.58128,-0.3886,0.0,1.41167,59.31853,4.7576,4.95569,3.0
street_level,Porto,41.16638,-8.64107,15.4698,0.0,0.0,996.01038,-0.33998,0.0,-6.21672,21.00384,2.54723,16.07655,14.64396
underground,Maia,41.20325,-8.55911,22.51313,71.94261,0.0,1007.68986,-0.43377,0.04885,-3.51917,42.57235,-36.20046,427.26041,23.39245
street_level,Porto,41.16442,-8.6453,9.41484,0.0,0.0,998.66706,-0.1159,0.00492,0.85801,43.02814,3.2263,0.0,3.0
street_level,Matosinhos,41.17555,-8.68994,14.02178,10.55074,0.0,1006.4229,0.33535,0.01605,3.4957,34.14657,-4.88678,0.0,3.0
underground,Matosinhos,41.17618,-8.68992,27.42195,93.47219,0.56131,1006.0806,-0.60735,0.23384,-5.48354,29.06009,-2.27982,90.42647,63.21948
street_level,Maia,41.20188,-8.55761,6.93058,0.0,0.01357,1008.60983,0.78736,0.0,6.75727,44.75577,5.56497,0.0,56.83684
underground,Porto,41.16184,-8.5931,17.45417,44.49457,0.04366,1004.6634,-0.47762,0.0,-3.39493,41.01569,-50.42006,253.6659,66.73526
underground,Porto,41.15349,-8.67566,31.41294,29.42834,0.0,1004.81436,-0.46684,0.18846,-2.76609,47.01934,-56.32427,212.04656,14.12104
above,Espinho,41.00669,-8.64315,42.15056,89.57263,0.01832,1003.42035,1.91484,0.31164,11.54211,32.66841,5.50075,140.56686,12.35344
street_level,Matosinhos,41.16832,-8.68817,18.3372,0.0,0.00572,997.01094,-0.19127,0.0049,1.01805,26.53483,7.94885,1.22646,3.0
street_level,Oeiras,38.70778,-9.22501,11.32485,10.10429,0.01782,1000.77159,-0.29815,0.0,3.50679,13.22886,4.44804,8.87679,3.0
underground,Porto,41.14404,-8.61146,53.68602,38.82048,0.21733,1004.29131,-0.55716,0.20194,-4.44548,34.74233,29.90526,158.78964,129.5901
underground,Vila nova de Gaia,41.12852,-8.61127,55.73355,27.43789,0.50905,1003.354,-0.43769,0.00579,-4.56852,31.84455,-42.98687,151.26244,66.6089
street_level,Oeiras,38.69666,-9.29477,11.51223,0.0,0.01009,1007.31942,0.08937,0.0,1.1792,41.45447,-4.30287,0.0,26.78888
street_level,Porto,41.16164,-8.59182,9.30766,0.0,0.00914,995.83734,-0.13101,0.00555,-0.3657,35.55342,-0.14644,0.0,31.93659
underground,Vila nova de Gaia,41.13577,-8.61568,14.17233,70.48241,0.33001,1002.87362,-0.49777,0.1658,-6.17352,29.23255,18.17117,0.0,60.12691
street_level,Arouca,40.93063,-8.24378,11.62062,2.31615,0.00683,1004.34523,0.02114,0.01324,1.54523,36.34598,-4.0805,0.0,15.66629
above,Maia,41.20331,-8.55918,62.6905,85.60811,0.04711,1001.66414,2.02844,0.12975,13.86159,9.55633,-5.38494,135.11318,19.42679
underground,Vila nova de Gaia,41.13559,-8.61571,37.49167,75.20441,0.0,1008.40712,-0.4972,0.07358,-5.46651,39.48375,-77.06781,300.71834,3.0
street_level,Arouca,40.93041,-8.24401,6.36247,0.0,0.0,993.63253,-0.32339,0.00236,2.28544,36.89161,-1.77841,0.0,3.0
underground,Oeiras,38.69453,-9.29463,38.088,20.25026,0.17451,1007.31236,-0.52636,0.00653,-4.17442,49.48882,-65.69139,570.898,69.84642
underground,Maia,41.20222,-8.55849,59.62395,30.11034,0.09578,1000.59473,-0.60365,0.16575,-5.16694,31.71561,39.45084,222.37934,130.71716
street_level,Matosinhos,41.17626,-8.68114,15.66112,1.29144,0.01552,1009.20921,0.23577,0.00722,-2.57877,44.63606,-2.96515,0.0,20.82269
underground,Maia,41.20193,-8.55766,43.24019,38.92035,0.24025,1001.03594,-0.61179,0.19055,-4.55376,31.22023,-6.45824,3.32098,155.68781
underground,Maia,41.2029,-8.55768,24.1187,75.92703,0.14538,1007.94268,-0.45772,0.0,-4.93157,34.28761,-35.40329,272.87102,29.02758
underground,Arouca,40.93119,-8.24577,32.69269,115.32201,0.43138,1004.40685,-0.77149,0.18185,-3.86727,30.5508,28.97489,0.0,96.91843
underground,Espinho,41.01069,-8.64222,38.60425,82.33553,0.31586,1001.05128,-0.68591,0.22203,-4.83036,19.88225,70.20268,0.0,107.73063
street_level,Vila nova de Gaia,41.13177,-8.61238,9.35029,2.66151,0.0,990.81638,0.07345,0.00906,-0.40912,18.90994,3.87973,16.56773,3.0
underground,Matosinhos,41.17565,-8.68975,28.70454,40.03948,0.00959,1006.98928,-0.63659,0.06413,-2.82529,36.7488,-54.00615,427.94299,3.0
street_level,Maia,41.20192,-8.55808,18.61421,2.28534,0.02226,1014.95002,0.08215,0.02,-0.94391,49.43405,-7.33838,2.70099,17.24081
underground,Arouca,40.93063,-8.24387,26.89702,153.53386,0.29369,1004.50047,-0.77411,0.08299,-4.87275,24.11688,0.20327,26.62497,91.71987
street_level,Vila nova de Gaia,41.12531,-8.61127,14.33836,0.0,0.00892,1007.63449,0.40421,0.0,2.64667,50.49558,-9.89306,13.28527,26.85406
street_level,Oeiras,38.71381,-9.23902,10.01884,0.0,0.01897,1000.52426,-0.15951,0.03584,-4.0162,28.82578,0.8935,0.17818,8.38896
street_level,Arouca,40.93095,-8.24764,13.55779,0.0,0.00321,1001.21306,-0.28156,0.00738,-2.78592,34.54053,-5.86675,0.94126,10.76196
underground,Oeiras,38.71352,-9.22582,59.6938,44.97634,0.0,1002.03368,-0.50823,0.15768,-4.92863,25.96031,40.8445,324.72349,111.75225
underground,Oeiras,38.68408,-9.31885,31.54443,83.77715,0.31009,1004.41721,-0.53958,0.08292,-5.21045,25.96124,11.0161,209.51505,36.20614
street_level,Arouca,40.93189,-8.24713,12.83154,1.1272,0.0,1011.95839,0.22825,0.0,0.98883,51.78031,-5.54838,0.0,21.75936
street_level,Porto,41.15793,-8.5967,16.53153,2.6838,0.0,1004.93625,0.33938,0.0,1.77786,44.37312,-4.86847,0.0,3.0
street_level,Porto,41.16459,-8.63206,13.7095,6.61052,0.03764,1000.26419,0.15594,0.0,0.38193,28.96457,-2.55967,14.83155,62.52156
underground,Maia,41.20406,-8.55891,32.09343,103.58779,0.33375,1002.6372,-0.46032,0.19822,-5.32435,20.4012,27.28965,55.28646,143.74231
above,Espinho,41.00934,-8.64133,26.45032,77.47357,0.0,1003.62923,0.89734,0.18024,12.50017,27.63697,-20.8948,118.78546,38.20717
underground,Arouca,40.93051,-8.2486,40.65535,7.30601,0.10252,1004.94241,-0.47759,0.1982,-4.7464,22.36973,17.63979,241.09565,129.40392
above,Maia,41.20191,-8.55765,83.02653,86.50999,0.02825,1006.38108,0.64996,0.00233,3.6057,45.35406,9.87564,272.69733,76.95404
street_level,Oeiras,38.69337,-9.31399,13.68191,3.16529,0.02037,1004.27913,0.34963,0.0,2.04912,47.21931,-2.02655,0.0,3.0
underground,Matosinhos,41.17271,-8.68856,27.10198,68.3181,0.25805,1006.37398,-0.53435,0.17616,-4.40671,31.87269,-36.38838,378.66233,38.49862
underground,Espinho,41.0049,-8.64368,25.38345,64.39482,0.0,1008.05331,-0.30839,0.0,-3.98486,35.51354,-32.88625,331.60048,3.0
street_level,Espinho,41.00841,-8.63702,8.90232,5.04818,0.00805,999.68987,0.45807,0.02009,8.14389,40.52017,-5.09762,0.0,46.50803
street_level,Maia,41.20405,-8.55882,13.74167,14.61712,0.0,1006.69288,0.32174,0.0,6.39659,50.14137,4.92442,6.36376,69.88008
underground,Arouca,40.93167,-8.24377,23.18605,24.92513,0.48058,1005.13184,-0.47675,0.18968,-5.4332,33.2054,-10.62054,0.0,93.41142
street_level,Vila nova de Gaia,41.11981,-8.6061,7.60353,0.10854,0.0,999.58512,-0.3788,0.0,1.74261,51.12123,1.25612,0.0,3.0
street_level,Maia,41.20196,-8.55845,8.74176,11.61372,0.03308,999.76086,-0.0269,0.0,0.56836,40.9579,-0.57453,10.60406,17.28971
underground,Matosinhos,41.1756,-8.68189,28.14736,67.39975,0.0,1006.50836,-0.66966,0.03942,-2.90413,54.91746,-32.55377,291.84253,3.0
street_level,Porto,41.16474,-8.64031,10.44584,0.0,0.00898,1009.58219,-0.24492,0.0,1.03248,45.5263,-5.92032,0.0,19.1633
street_level,Vila nova de Gaia,41.12492,-8.61543,16.93522,2.93776,0.0,1002.79562,0.04862,0.02194,1.20274,35.79988,-3.14691,3.84438,10.14808
street_level,Oeiras,38.69241,-9.31115,13.93204,13.90776,0.0,1001.67112,-0.21212,0.0028,-4.17692,23.3347,4.23321,33.00755,3.0
underground,Arouca,40.93094,-8.2475,46.45995,22.81671,0.21037,1005.41673,-0.61801,0.16574,-5.49754,39.48278,-33.4124,59.83986,153.94299
underground,Matosinhos,41.17252,-8.67984,17.26514,58.54083,0.0,1005.42389,-0.42622,0.11044,-3.64268,33.36592,-87.11604,346.26733,3.0
street_level,Matosinhos,41.17321,-8.68837,15.0242,0.0,0.0,1005.10172,-0.04869,0.00063,1.83185,21.51606,-7.18761,2.44463,40.68986
street_level,Porto,41.14337,-8.61834,7.88183,6.45081,0.0,1000.1243,0.67971,0.01334,5.29062,63.82186,-2.01152,8.26622,91.43942
underground,Arouca,40.9309,-8.24754,52.85082,53.29869,0.12968,1004.33216,-0.61218,0.2937,-4.02851,38.1706,25.99637,143.13509,143.80174
street_level,Maia,41.20233,-8.55772,15.53745,0.0,0.00473,1004.92106,0.08053,0.0,-0.96306,30.86325,-12.60708,0.0,3.0
above,Matosinhos,41.17572,-8.68885,23.91101,89.38633,0.0,1001.76851,1.11215,0.24576,8.65563,31.62658,3.7369,167.00237,31.66586
street_level,Espinho,41.00481,-8.64368,14.80287,6.43808,0.0,1013.8234,0.07738,0.01395,-2.86263,28.98219,-2.2039,1.5041,11.45396
underground,Matosinhos,41.17395,-8.68896,45.023,41.6251,0.0,1004.64602,-0.48591,0.0381,-5.23723,28.99657,-14.44058,68.76345,98.62147
above,Maia,41.2027,-8.55786,66.02325,94.17236,0.0,1006.11629,0.43181,0.22888,4.32718,44.63518,13.21098,280.30087,120.3485
above,Maia,41.20172,-8.55751,63.09128,99.22024,0.00689,1004.29989,0.53012,0.33043,1.79073,50.7529,33.07296,161.13055,150.61641
street_level,Matosinhos,41.17266,-8.68082,16.18937,0.0,0.00259,1007.69523,0.05824,0.00535,2.7219,44.00031,-1.09954,42.08183,21.02675
above,Porto,41.15415,-8.64249,66.06411,84.10389,0.02871,1006.61022,1.16402,0.0,3.51582,54.18485,-1.69786,205.68858,62.20176
underground,Maia,41.2027,-8.55935,25.6298,102.77658,0.50756,1003.65657,-0.51863,0.24676,-4.13135,28.92398,-15.36617,163.02576,91.43463
street_level,Maia,41.20219,-8.55849,14.51912,0.0,0.0,1009.5555,0.04969,0.0,0.64778,34.26298,-3.91645,0.0,3.96508
underground,Matosinhos,41.17616,-8.68148,31.77181,74.48483,0.30729,1006.06894,-0.5892,0.20797,-5.48807,27.06163,-12.26377,0.0,81.54574
street_level,Matosinhos,41.1734,-8.68934,6.92135,7.68238,0.00711,1006.53822,0.43526,0.01287,4.78578,53.69435,-0.98951,0.0,81.00704
street_level,Oeiras,38.70952,-9.29159,5.18938,0.0,0.0,998.1222,0.05392,0.01293,-3.35726,54.69154,2.07504,0.0,3.0
street_level,Matosinhos,41.17282,-8.68852,14.74286,0.0,0.01413,1010.37556,-0.21866,0.00285,-1.86896,21.23735,-4.47559,0.94567,16.88812
street_level,Espinho,41.01166,-8.6407,9.97399,0.0,0.00448,1002.1155,-0.05116,0.00364,2.68822,24.2903,2.66207,0.0,34.03889
street_level,Oeiras,38.72667,-9.2375,7.01962,4.35559,0.02978,1001.76146,-0.39123,0.0,0.47647,56.55807,1.54854,0.0,6.4807
street_level,Porto,41.14679,-8.58579,3.04916,7.77791,0.00219,999.67403,0.26193,0.0,5.28882,36.26061,-0.90064,0.0,52.98998
underground,Espinho,41.01153,-8.64406,35.60652,86.45652,0.0473,1001.61176,-0.55012,0.21311,-5.65389,43.62883,14.43267,125.17821,139.27411
street_level,Arouca,40.93056,-8.24424,12.18544,4.70376,0.0,998.05352,0.36295,0.0,-0.98868,18.66933,8.57669,0.0,3.0
underground,Vila nova de Gaia,41.13295,-8.61256,32.02665,125.13586,0.17131,1001.4473,-0.68183,0.19288,-4.46159,28.00118,9.40292,158.90311,79.43998
street_level,Porto,41.1637,-8.63356,18.11281,0.0,0.01916,1008.19642,0.2432,0.0,3.06474,32.28542,-2.68217,0.0,3.0
above,Espinho,41.00547,-8.6441,64.48717,86.71667,0.0,1006.12028,0.87266,0.0123,6.15983,51.17807,6.3224,98.19481,73.97765
underground,Maia,41.20225,-8.55933,13.94398,76.5545,0.05629,1004.39241,-0.48081,0.04067,-3.36632,49.72796,-4.38783,316.08891,3.0
above,Porto,41.15594,-8.61784,32.59657,88.20455,0.0,1004.11488,1.12079,0.22582,14.86088,40.73845,-6.7184,99.30777,8.31147
street_level,Matosinhos,41.17579,-8.68843,15.13524,0.0,0.00373,1005.13829,0.19248,0.0,2.66387,9.60532,-4.28923,23.18802,47.63711
underground,Espinho,41.00399,-8.64238,23.83111,112.17713,0.03597,1006.57974,-0.40822,0.01197,-4.60787,45.07871,-78.34443,344.38184,3.0
underground,Oeiras,38.68952,-9.31842,30.0836,142.25107,0.39442,1005.26091,-0.57401,0.22019,-5.63367,25.12267,26.85264,23.80029,147.98055
street_level,Matosinhos,41.17292,-8.68007,14.8683,0.0,0.0,1004.91512,0.24085,0.01767,-2.63448,54.51929,-5.7516,18.52878,3.0
street_level,Arouca,40.92916,-8.2482,9.06039,11.43854,0.0,1008.38898,0.6098,0.00513,1.8151,30.84014,1.92292,16.0232,83.31663
street_level,Maia,41.20339,-8.55925,11.91809,0.0,0.00358,1000.7958,0.20267,0.00408,-2.17304,9.85299,-0.57768,8.23964,23.08493
street_level,Porto,41.15189,-8.63266,10.09526,7.61957,0.0,998.09605,0.21846,0.02163,1.92101,14.79872,2.58613,33.25486,10.49798
street_level,Porto,41.16031,-8.6427,5.41848,11.03948,0.0,1005.8925,0.70813,0.0,2.05014,20.6632,10.05183,25.60405,92.55616
underground,Matosinhos,41.1765,-8.68101,32.88417,85.81934,0.35176,1003.26282,-0.43107,0.17651,-5.52267,18.51849,46.59267,0.0,64.43385
above,Matosinhos,41.17594,-8.6811,39.24026,81.39995,0.0,1001.74963,1.1869,0.25068,10.06708,37.42796,-18.00865,129.48155,16.73491
street_level,Maia,41.20317,-8.55926,14.1939,0.0,0.01297,997.30698,-0.28554,0.02686,-2.02255,32.91078,4.95359,9.24667,3.0
underground,Porto,41.14912,-8.57918,27.29812,71.08243,0.32728,1003.80074,-0.52358,0.03289,-3.32876,29.25133,5.62338,112.86285,31.46503
street_level,Oeiras,38.71163,-9.23116,11.10319,13.29272,0.02623,1002.06645,0.44371,0.0,3.18844,22.90937,2.23252,7.52132,67.61395
street_level,Matosinhos,41.16697,-8.68807,5.39867,7.30003,0.0,1005.78842,0.17949,0.00361,2.56273,27.63325,4.32977,10.66538,88.20183
